,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Boxcox,VisSqrt
3894,FDQ08,15.7,Regular,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504,32.448333192563986,0.13758761572176473
3895,NCQ43,17.75,LF,Others,107.7912,OUT013,1987,High,Tier 3,Supermarket Type1,982.7208,34.3376570812989,0.333480138838882
3896,FDY57,20.2,reg,Snack Foods,97.3752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,33.98784046827757,0.348070870657112
3897,FDQ34,10.85,Low Fat,Snack Foods,107.4622,OUT017,2007,High,Tier 2,Supermarket Type1,1693.7952,42.95983082806222,0.4039310918956351
3898,NCG19,20.25,Low Fat,Household,232.7616,OUT049,1999,Medium,Tier 1,Supermarket Type1,1874.8928,44.778692574592135,0.384920204717809
3899,FDI33,11.94125,Low Fat,Snack Foods,90.2146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3648.584,58.637129066991385,0.16817014300998856
3900,FDW27,5.86,Regular,Meat,156.0314,OUT046,1997,Small,Tier 1,Supermarket Type1,2016.7082,46.128899370256214,0.3883983882561821
3901,FDH04,6.115,Regular,Frozen Foods,92.4488,OUT017,2007,Small,Tier 2,Supermarket Type1,1358.232,39.24369977875403,0.10694532247835807
3902,FDZ39,19.7,Regular,Meat,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99,35.04059720564782,0.1342563555292635
3903,NCK19,9.8,Low Fat,Others,194.5478,OUT035,2004,Small,Tier 2,Supermarket Type1,774.9912,31.10745210659419,0.30074662757876436
3904,FDY20,12.5,Regular,Fruits and Vegetables,89.0488,OUT046,1997,Small,Tier 1,Supermarket Type1,1267.6832,38.145833706067044,0.28592439560135474
3905,FDN39,19.35,Regular,Meat,166.0816,OUT010,1998,Small,Tier 3,Grocery Store,671.1264,29.289238852542365,0.3311611360048156
3906,NCY41,16.75,Low Fat,Health and Hygiene,34.5532,OUT046,1997,Small,Tier 1,Supermarket Type1,323.5788,21.474547787670133,0.27520105559390573
3907,NCN14,19.1,Low Fat,Others,182.7608,OUT046,1997,Small,Tier 1,Supermarket Type1,1837.608,44.41335365701876,0.3031794617054394
3908,FDR07,21.35,Low Fat,Fruits and Vegetables,96.2094,OUT010,1998,Small,Tier 3,Grocery Store,190.4188,17.025912631897704,0.36073170778294494
3909,FDW49,19.5,LF,Canned,179.2002,OUT013,1987,High,Tier 3,Supermarket Type1,2865.6032,53.1936738623951,0.2871994359325937
3910,FDN23,6.575,Regular,Breads,146.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,41.933865700407345,0.2747867500444663
3911,FDS33,6.67,Regular,Snack Foods,88.9514,OUT017,2007,Small,Tier 2,Supermarket Type1,2125.2336,47.12320974332874,0.35231627268691407
3912,FDY36,12.3,Low Fat,Baking Goods,74.838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1537.998,41.29681829286312,0.09708325293272779
3913,FDH20,16.1,Regular,Fruits and Vegetables,97.841,OUT045,2002,Medium,Tier 2,Supermarket Type1,1255.033,37.988659347939574,0.158112969107534
3914,FDR15,11.94125,Regular,Meat,155.8314,OUT019,1985,Small,Tier 1,Grocery Store,310.2628,21.087853492024102,0.2419619928831799
3915,NCP50,17.35,Low Fat,Others,80.6618,OUT017,2007,Small,Tier 2,Supermarket Type1,1208.427,37.40104243094314,0.14379200603649703
3916,FDS40,15.35,Low Fat,Frozen Foods,35.219,OUT010,1998,Small,Tier 3,Grocery Store,36.619,7.798609616196287,0.1531848230080252
3917,FDG38,8.975,Regular,Canned,86.4224,OUT046,1997,Small,Tier 1,Supermarket Type1,1022.6688,34.90921618528136,0.22962826481075888
3918,NCO18,13.15,Low Fat,Household,178.2686,OUT013,1987,High,Tier 3,Supermarket Type1,2666.529,51.666799016158116,0.1569418841482413
3919,NCO54,19.5,LF,Household,55.6614,OUT046,1997,Small,Tier 1,Supermarket Type1,718.3982,30.13675055026868,0.1194750685289613
3920,NCW18,15.1,Low Fat,Household,238.1248,OUT035,2004,Small,Tier 2,Supermarket Type1,4266.4464,62.442715507967904,0.2435438420490241
3921,FDB36,5.465,Regular,Baking Goods,132.9626,OUT035,2004,Small,Tier 2,Supermarket Type1,2360.9268,49.17994664382296,0.220268036718903
3922,FDJ45,17.75,Low Fat,Seafood,34.2216,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,33.632606839780294,0.2708312241969157
3923,FDP60,11.94125,Low Fat,Baking Goods,100.3016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.6448,52.95304970498677,0.2358983933815574
3924,DRD12,6.96,Low Fat,Soft Drinks,92.7146,OUT013,1987,High,Tier 3,Supermarket Type1,1733.0774,43.36415550447462,0.2777216646212535
3925,FDR47,17.85,Low Fat,Breads,196.0794,OUT018,2009,Medium,Tier 3,Supermarket Type2,1755.7146,43.59460250858069,0.2963527745778669
3926,FDJ10,5.095,Regular,Snack Foods,142.4838,OUT018,2009,Medium,Tier 3,Supermarket Type2,561.9352,27.180133043141982,0.3605984012721077
3927,DRC25,5.73,Low Fat,Soft Drinks,87.0882,OUT013,1987,High,Tier 3,Supermarket Type1,1803.6522,44.076649333419724,0.21291805465953328
3928,NCW54,7.5,Low Fat,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1,1145.176,36.58083763242614,0.31037562565381965
3929,FDA26,7.855,Regular,Dairy,218.6482,OUT013,1987,High,Tier 3,Supermarket Type1,3723.8194,59.120718340781906,0.2717699817860685
3930,DRF01,5.655,LF,Soft Drinks,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,1895.5326,44.97901620957074,0.418386309527451
3931,NCZ17,12.15,Low Fat,Health and Hygiene,37.6506,OUT010,1998,Small,Tier 3,Grocery Store,37.9506,7.942675955159711,0.36462622780046966
3932,FDK46,9.6,Low Fat,Snack Foods,258.362,OUT010,1998,Small,Tier 3,Grocery Store,259.662,19.517278731914157,0.2935061617751832
3933,NCU41,18.85,Low Fat,Health and Hygiene,190.3846,OUT013,1987,High,Tier 3,Supermarket Type1,3630.6074,58.520675958695065,0.22806029904391514
3934,FDV20,20.2,Regular,Fruits and Vegetables,127.4678,OUT035,2004,Small,Tier 2,Supermarket Type1,3560.6984,58.06440258976979,0.24452013209549844
3935,FDT15,12.15,Regular,Meat,182.295,OUT010,1998,Small,Tier 3,Grocery Store,549.285,26.919984066843448,0.267282842696646
3936,DRI25,19.6,Low Fat,Soft Drinks,56.4614,OUT049,1999,Medium,Tier 1,Supermarket Type1,773.6596,31.085121769305132,0.18426651893385299
3937,FDA40,16.0,Regular,Frozen Foods,88.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856,32.78136264048496,0.31507333908155416
3938,FDZ15,11.94125,Low Fat,Dairy,117.5782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2741.0986,52.24669018088152,0.14411688658862987
3939,FDM13,6.425,Low Fat,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1,2098.6016,46.88215142556981,0.25132325797665445
3940,FDD38,11.94125,reg,Canned,103.7674,OUT019,1985,Small,Tier 1,Grocery Store,203.7348,17.543776458772875,0.11976084084541157
3941,DRI01,7.97,Low Fat,Soft Drinks,172.1422,OUT010,1998,Small,Tier 3,Grocery Store,517.3266,26.245920730664963,0.240139902973246
3942,DRG13,17.25,Low Fat,Soft Drinks,166.4526,OUT013,1987,High,Tier 3,Supermarket Type1,3782.4098,59.49317541327334,0.1927568572061705
3943,NCT30,9.1,Low Fat,Household,48.8718,OUT049,1999,Medium,Tier 1,Supermarket Type1,425.4462,24.152290963700974,0.2835801897171239
3944,NCG42,19.2,Low Fat,Household,129.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.465,45.47719757552526,0.20304637647591744
3945,FDB14,11.94125,Regular,Canned,91.312,OUT027,1985,Medium,Tier 3,Supermarket Type3,3075.996,54.73806649854488,0.31972875066218237
3946,FDO27,11.94125,Regular,Meat,95.7752,OUT027,1985,Medium,Tier 3,Supermarket Type3,3930.8832,60.42140953606987,0.4221496002603816
3947,FDC14,14.5,Regular,Canned,41.4454,OUT010,1998,Medium,Tier 3,Grocery Store,41.9454,8.357081698961741,0.2627593766167061
3948,FDB49,11.94125,Regular,Baking Goods,98.5384,OUT019,1985,Small,Tier 1,Grocery Store,591.2304,27.769069834364682,0.22976319113382807
3949,FDZ23,17.75,Regular,Baking Goods,188.024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,52.67020399827152,0.2600149014960489
3950,FDJ52,7.145,Low Fat,Frozen Foods,160.6578,OUT017,2007,Medium,Tier 2,Supermarket Type1,1765.0358,43.688961616072774,0.13374406155041052
3951,FDJ56,8.985,Low Fat,Fruits and Vegetables,99.67,OUT017,2007,Medium,Tier 2,Supermarket Type1,3295.71,56.2830573593605,0.4294652733341777
3952,NCR54,16.35,low fat,Household,196.811,OUT017,2007,Medium,Tier 2,Supermarket Type1,3338.987,56.57984622102749,0.30178543536758035
3953,DRK12,9.5,Low Fat,Soft Drinks,32.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,865.54,32.573808819588145,0.20482050434465784
3954,FDL58,5.78,Regular,Snack Foods,264.9568,OUT013,1987,High,Tier 3,Supermarket Type1,6855.0768,75.48507983675849,0.27218995021859277
3955,FDT50,6.75,Regular,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,37.880557216751626,0.32966635557787816
3956,DRM23,16.6,Low Fat,Hard Drinks,173.3422,OUT017,2007,Medium,Tier 2,Supermarket Type1,4138.6128,61.68462784887378,0.3694603916524747
3957,NCM31,6.095,Low Fat,Others,141.9154,OUT045,2002,Medium,Tier 2,Supermarket Type1,2694.4926,51.885412225944805,0.28523900154081316
3958,FDR22,19.35,Regular,Snack Foods,112.9544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,39.053300709707834,0.13635051888423452
3959,NCV06,11.3,Low Fat,Household,192.0478,OUT018,2009,Medium,Tier 3,Supermarket Type2,3099.9648,54.90984089365884,0.2587527101307347
3960,FDR45,10.8,Low Fat,Snack Foods,240.5222,OUT017,2007,Medium,Tier 2,Supermarket Type1,4541.4218,64.027343071565,0.1706077489447651
3961,FDR08,11.94125,Low Fat,Fruits and Vegetables,113.1886,OUT019,1985,Small,Tier 1,Grocery Store,111.1886,13.351612617232375,0.2566572344587232
3962,FDA47,10.5,Regular,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,43.98354024956334,0.34227047053463433
3963,FDS37,7.655,Low Fat,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,44.57048015336932,0.17887015961305563
3964,FDF12,8.235,Low Fat,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836,42.247008294685486,0.2876866872137117
3965,FDP24,20.6,Low Fat,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,35.85017982068037,0.2881042832031485
3966,FDU20,19.35,Regular,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2352,53.392937171952056,0.1465977864771498
3967,FDW44,9.5,Regular,Fruits and Vegetables,170.2448,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448,16.20556603928537,0.24256118403404944
3968,FDY39,5.305,Regular,Meat,183.5608,OUT010,1998,Medium,Tier 3,Grocery Store,551.2824,26.961303256313197,0.28056441328151366
3969,DRD37,9.8,Low Fat,Soft Drinks,47.406,OUT045,2002,Medium,Tier 2,Supermarket Type1,978.726,34.27972133854387,0.11777015326473851
3970,FDZ35,9.6,Regular,Breads,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771,54.13515761252417,0.14924564985285166
3971,FDB50,13.0,LF,Canned,79.6986,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0734,40.652174193116,0.39194204418510653
3972,FDY10,17.6,Low Fat,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94,53.173685036397885,0.22196341815713688
3973,FDK41,14.3,Low Fat,Frozen Foods,83.4224,OUT017,2007,Medium,Tier 2,Supermarket Type1,681.7792,29.483352913938777,0.35813845088177837
3974,FDL24,10.3,Regular,Baking Goods,172.3422,OUT045,2002,Medium,Tier 2,Supermarket Type1,5690.5926,70.07873215147997,0.1579464466203656
3975,FDZ07,15.1,Regular,Fruits and Vegetables,62.2194,OUT010,1998,Medium,Tier 3,Grocery Store,185.7582,16.839415481476824,0.3964275633706617
3976,DRI03,6.03,Low Fat,Dairy,176.7028,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,39.93028651039875,0.15110299467581706
3977,FDW56,7.68,Low Fat,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698,69.53144709962524,0.2662710686499756
3978,FDR20,20.0,Regular,Fruits and Vegetables,46.8744,OUT045,2002,Small,Tier 2,Supermarket Type1,905.488,33.19074493610988,0.16787134657230818
3979,FDC50,15.85,Low Fat,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282,53.12366292337145,0.36945623962791585
3980,NCX05,15.2,Low Fat,Health and Hygiene,117.6492,OUT010,1998,Small,Tier 3,Grocery Store,347.5476,22.146663598268635,0.40306580604164377
3981,FDN45,19.35,Low Fat,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,71.7677839378735,0.3436283413806259
3982,FDQ51,11.94125,Regular,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.6104,38.8293993935278,0.13216006961257246
3983,FDH21,11.94125,Low Fat,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,70.14750003699545,0.17627763329475468
3984,DRZ11,8.85,Regular,Soft Drinks,125.1388,OUT017,2007,Medium,Tier 2,Supermarket Type1,1114.5492,36.173661652205766,0.336603955710565
3985,NCI43,19.85,Low Fat,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896,34.68226845238628,0.16114808717449922
3986,DRF03,19.1,Low Fat,Dairy,38.8138,OUT045,2002,Small,Tier 2,Supermarket Type1,690.4346,29.639702400557326,0.21307279741909807
3987,NCF30,17.0,Low Fat,Household,125.8362,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,50.47097209724637,0.35631186761038425
3988,FDB12,11.15,Regular,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648,35.133994892482576,0.32451141582385046
3989,FDW19,12.35,Regular,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427,37.40104243094314,0.19621524150789102
3990,FDB45,20.85,Low Fat,Fruits and Vegetables,103.3306,OUT045,2002,Small,Tier 2,Supermarket Type1,522.653,26.360007649245528,0.14619524616074217
3991,FDU11,4.785,Low Fat,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666,46.4250488124666,0.30491120018785794
3992,FDN49,17.25,Regular,Breakfast,40.348,OUT010,1998,Medium,Tier 3,Grocery Store,39.948,8.153063887985663,0.45782101742930065
3993,FDR15,9.3,Regular,Meat,153.4314,OUT045,2002,Medium,Tier 2,Supermarket Type1,2482.1024,50.1884173415864,0.18304590681028626
3994,FDO38,17.25,Low Fat,Canned,78.8986,OUT045,2002,Medium,Tier 2,Supermarket Type1,1635.8706,42.35296818256558,0.2701606411008088
3995,DRC24,17.85,Low Fat,Soft Drinks,153.1998,OUT017,2007,Medium,Tier 2,Supermarket Type1,3383.5956,56.88330295933602,0.1579926485631531
3996,NCU17,11.94125,Low Fat,Health and Hygiene,101.6674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.1436,40.03789742281706,0.3040288111347344
3997,FDK22,9.8,Low Fat,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7,62.801022259127095,0.16149788543507312
3998,DRP35,18.85,Low Fat,Hard Drinks,127.1336,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,58.186609892375486,0.30131657770524345
3999,NCL29,9.695,Low Fat,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.8268,51.88022339490132,0.3375172425225117
4000,FDG53,10.0,Low Fat,Frozen Foods,138.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,45.572062409787506,0.2143087235741933
4001,DRM23,16.6,Low Fat,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,53.68480279229873,0.3682665678554055
4002,FDR09,18.25,Low Fat,Snack Foods,259.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.9202,68.82272848668643,0.2787649583430457
4003,NCJ30,5.82,Low Fat,Household,170.579,OUT010,1998,Small,Tier 3,Grocery Store,509.337,26.073428644175344,0.36739029382932803
4004,FDZ04,9.31,Low Fat,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,37.31596675619592,0.19482067138781758
4005,FDM10,18.25,Low Fat,Snack Foods,214.0218,OUT045,2002,Small,Tier 2,Supermarket Type1,2564.6616,50.858285503196996,0.2759088037740006
4006,FDR21,19.7,Low Fat,Snack Foods,178.337,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496,39.86859910852139,0.2589199219836125
4007,DRJ49,6.865,Low Fat,Soft Drinks,127.1652,OUT045,2002,Medium,Tier 2,Supermarket Type1,1291.652,38.44101481724034,0.11841294692726806
4008,FDJ15,11.35,Regular,Dairy,184.4608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376,61.10656608916623,0.1528356568343919
4009,FDO34,17.7,Low Fat,Snack Foods,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296,67.60326658899436,0.17301235505015242
4010,NCG30,11.94125,Low Fat,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.6058,53.17868331387849,0.33433111880290173
4011,FDS60,20.85,Low Fat,Baking Goods,177.866,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,35.68679893247458,0.18013473568415392
4012,FDX57,17.25,Regular,Snack Foods,97.0068,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.9292,44.50511234751832,0.2174079368376417
4013,FDS40,15.35,Low Fat,Frozen Foods,38.419,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.047,25.336222288816373,0.11849552734175244
4014,FDT08,13.65,LF,Fruits and Vegetables,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,51.90097399280524,0.22176009559882498
4015,NCN29,15.2,Low Fat,Health and Hygiene,49.1034,OUT010,1998,High,Tier 3,Grocery Store,194.4136,17.183546827837077,0.14240953619754543
4016,FDY27,6.38,Low Fat,Dairy,178.0344,OUT045,2002,High,Tier 2,Supermarket Type1,535.3032,26.628130360318302,0.17878161538592272
4017,NCR29,11.94125,Low Fat,Health and Hygiene,56.293,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.685,50.71356863456771,0.23318721019815816
4018,FDZ02,6.905,Regular,Dairy,97.2726,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452,17.23564870417343,0.25268749672273066
4019,FDP40,11.94125,Regular,Frozen Foods,110.1544,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,13.388347273694878,0.24526509739463542
4020,FDE11,11.94125,Regular,Starchy Foods,183.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.234,73.80196013129584,0.3666630128605829
4021,DRL35,15.7,Low Fat,Hard Drinks,44.777,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,28.056823703195477,0.17515159148577555
4022,FDD56,15.2,Regular,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918,54.018224083946066,0.32211589063565305
4023,FDO39,11.94125,Regular,Meat,182.1608,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.3456,71.0033127645098,0.36973190016551183
4024,FDU50,11.94125,Regular,Dairy,112.9176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,57.23349949518135,0.273507213798832
4025,FDX24,8.355,low fat,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544,36.12004698489841,0.11801027497637652
4026,NCN43,12.15,Low Fat,Others,122.173,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633,51.03431758151904,0.08218343507057854
4027,NCN41,17.0,Low Fat,Health and Hygiene,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,51.03431758151904,0.22849355133132312
4028,FDW16,17.35,Regular,Frozen Foods,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.206,39.47977264159773,0.20381048304736438
4029,FDP46,11.94125,Low Fat,Snack Foods,88.383,OUT019,1985,Small,Tier 1,Grocery Store,89.883,12.096407444611236,0.3614447537314659
4030,NCD07,9.1,Low Fat,Household,115.0518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,29.50748576769248,0.235335114251996
4031,FDC20,11.94125,low fat,Fruits and Vegetables,55.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,13.388347273694878,0.20486809902959513
4032,FDB23,19.2,reg,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,63.87271450715562,0.07472583890462522
4033,DRK59,8.895,Low Fat,Hard Drinks,233.8616,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.4464,33.6723516493871,0.27524021690152767
4034,FDT31,19.75,Low Fat,Fruits and Vegetables,188.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.1336,49.99138074343569,0.11165862259583896
4035,FDB15,10.895,Low Fat,Dairy,264.3568,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224,65.1674223621605,0.37063196165468515
4036,FDI56,11.94125,Low Fat,Fruits and Vegetables,91.0146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.1548,57.43850251329987,0.304849402164413
4037,NCQ17,10.3,LF,Health and Hygiene,154.463,OUT017,2007,Medium,Tier 2,Supermarket Type1,2503.408,50.36258161435263,0.3429197763325994
4038,FDH44,19.1,Regular,Fruits and Vegetables,148.2418,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.9778,54.838367777637956,0.16130250153050946
4039,FDP40,4.555,Regular,Frozen Foods,111.3544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,39.053300709707834,0.1855009029627619
4040,NCR17,11.94125,Low Fat,Health and Hygiene,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728,60.47074365044489,0.15577304002939663
4041,NCO53,16.2,Low Fat,Health and Hygiene,184.0608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2021.3688,46.1722665959841,0.41973253626565576
4042,FDG38,8.975,Regular,Canned,84.1224,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448,16.20556603928537,0.2970820947145755
4043,FDO01,21.1,Regular,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491,45.286567034345424,0.1440516122783775
4044,NCQ43,17.75,Low Fat,Others,110.2912,OUT045,2002,Medium,Tier 2,Supermarket Type1,873.5296,32.69857461818056,0.3339571050299724
4045,FDU47,12.8,Regular,Breads,142.2838,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4514,24.05521454461909,0.33810983866193545
4046,FDZ02,6.905,Regular,Dairy,98.1726,OUT017,2007,Medium,Tier 2,Supermarket Type1,587.2356,27.689832645802653,0.19586527001998083
4047,FDQ31,5.785,Regular,Fruits and Vegetables,87.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,32.78136264048496,0.23223034685415256
4048,FDT57,11.94125,Low Fat,Snack Foods,236.0248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.6944,74.5168455685333,0.13763214014175615
4049,FDK50,7.96,Low Fat,Canned,162.4894,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834,43.8366234530348,0.1683436930805547
4050,FDB49,8.3,Regular,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692,25.708652913569242,0.17364144378575064
4051,FDN56,5.46,Regular,Fruits and Vegetables,145.5786,OUT045,2002,Small,Tier 2,Supermarket Type1,3900.9222,60.23585574977228,0.3275275576192025
4052,FDU02,13.35,Low Fat,Dairy,228.6352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528,57.23349949518135,0.3204229735833559
4053,FDK26,5.46,reg,Canned,185.424,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872,67.70013331643408,0.17938061489469814
4054,DRA24,11.94125,Regular,Soft Drinks,165.7868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.604,66.0808972031852,0.19933610310227298
4055,FDF53,20.75,Regular,Frozen Foods,180.3318,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314,61.752325959598764,0.28902766130597257
4056,NCZ30,6.59,Low Fat,Household,119.0098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058,50.58440343767473,0.16194348705644201
4057,FDF14,7.55,Low Fat,Canned,151.934,OUT017,2007,Medium,Tier 2,Supermarket Type1,1837.608,44.41335365701876,0.16529821535636735
4058,FDU40,20.85,Low Fat,Frozen Foods,192.7478,OUT045,2002,Medium,Tier 2,Supermarket Type1,2131.2258,47.177191657996914,0.19359708158957356
4059,NCL18,18.85,Low Fat,Household,192.5136,OUT017,2007,Medium,Tier 2,Supermarket Type1,2916.204,53.57131223543733,0.4105262634716566
4060,FDP25,15.2,Low Fat,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768,41.1941021031988,0.14592432627906834
4061,NCV05,10.1,Low Fat,Health and Hygiene,152.4656,OUT045,2002,Medium,Tier 2,Supermarket Type1,2934.8464,53.70942641106942,0.17398210827553504
4062,FDV49,10.0,Low Fat,Canned,262.7226,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712,55.42031814463251,0.16069323258930351
4063,FDJ56,8.985,LF,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7,34.56796383435427,0.42858856844297655
4064,FDI40,11.5,Regular,Frozen Foods,99.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.8938,36.05734651977494,0.354371557831607
4065,NCK05,11.94125,Low Fat,Health and Hygiene,61.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804,33.392663948948176,0.2776313689048844
4066,NCI43,19.85,Low Fat,Household,48.6376,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512,27.45011445539822,0.16147597654140383
4067,NCE42,21.1,Low Fat,Household,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,59.21841070692175,0.10292457918301148
4068,FDP40,4.555,Regular,Frozen Foods,112.6544,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,51.8074968521126,0.18535686930890907
4069,FDU40,20.85,Low Fat,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,52.02521385526548,0.19338278361839764
4070,DRK47,7.905,Low Fat,Hard Drinks,230.2694,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388,64.17389956488415,0.2530040849472593
4071,FDR32,6.78,Regular,Fruits and Vegetables,228.4694,OUT045,2002,High,Tier 2,Supermarket Type1,5480.8656,69.03450689174929,0.29322683710738345
4072,FDS43,11.94125,Low Fat,Fruits and Vegetables,186.224,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,66.72170187215985,0.20079515183390262
