,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
3768,11.94125,Regular,2.0427734837805414,Fruits and Vegetables,206.8638,OUT019,1985,Small,Tier 1,Grocery Store,5.333026958338022
3769,11.94125,Regular,3.5325552523834123,Breads,189.4556,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.179580096263342
3770,11.94125,Low Fat,1.7349354969741262,Household,173.2422,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.634968757646326
3771,14.0,Low Fat,2.9883295812172945,Fruits and Vegetables,214.7192,OUT010,1998,Medium,Tier 3,Grocery Store,6.7602719230710075
3772,18.85,Low Fat,3.319117381448333,Meat,58.5562,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.646819773352464
3773,11.94125,Regular,2.659011767754121,Meat,89.3514,OUT019,1985,Small,Tier 1,Grocery Store,5.176730354940487
3774,18.35,Low Fat,3.4881640396516946,Health and Hygiene,190.6162,OUT045,2002,Small,Tier 2,Supermarket Type1,8.092874078327435
3775,10.5,Low Fat,4.484853917233353,Household,237.0248,OUT013,1987,High,Tier 3,Supermarket Type1,8.603658992939968
3777,11.94125,Low Fat,3.5822767662715207,Snack Foods,147.476,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.122355808440298
3778,6.035,Regular,2.717316632168159,Baking Goods,187.724,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.625918922126408
3779,6.65,Low Fat,2.9279428672742105,Canned,150.0734,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.178459647966852
3780,11.94125,Regular,2.342924870466299,Meat,178.7028,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.434826892961969
3781,7.285,Low Fat,2.9972874021398668,Dairy,156.9288,OUT013,1987,High,Tier 3,Supermarket Type1,7.359650944178443
3782,11.1,Regular,3.3219185564417755,Frozen Foods,175.4712,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.002396493361319
3783,11.35,Regular,5.1959207188105925,Fruits and Vegetables,167.879,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.312551421665159
3784,12.3,Low Fat,3.298469156442969,Snack Foods,113.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,8.042362506660895
3785,11.6,Low Fat,3.2756097347050774,Health and Hygiene,99.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,7.732674568033397
3786,12.3,Regular,2.2355931994621936,Fruits and Vegetables,173.7396,OUT017,2007,Small,Tier 2,Supermarket Type1,8.206100987643307
3787,18.85,Regular,1.9762652248485126,Snack Foods,252.4724,OUT045,2002,Small,Tier 2,Supermarket Type1,8.093077599239912
3788,9.8,Regular,2.7476671407428395,Fruits and Vegetables,116.7492,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.391346674988575
3789,7.445,Low Fat,3.27786863194381,Baking Goods,74.7354,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.028672065973338
3790,11.1,Regular,3.3236612003952692,Frozen Foods,177.2712,OUT035,2004,Small,Tier 2,Supermarket Type1,7.654089799093104
3791,21.0,Low Fat,3.0099187068332784,Snack Foods,194.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,6.87599522576438
3792,20.2,Low Fat,2.741173624563707,Snack Foods,259.2646,OUT045,2002,Small,Tier 2,Supermarket Type1,8.03656538897657
3793,18.2,Regular,3.6451556259883224,Baking Goods,239.2196,OUT045,2002,Small,Tier 2,Supermarket Type1,8.049827615446095
3794,11.8,Regular,3.653332866918108,Meat,102.4674,OUT013,1987,High,Tier 3,Supermarket Type1,7.619404241105214
3795,20.6,Regular,2.522789069096111,Fruits and Vegetables,188.9556,OUT010,1998,High,Tier 3,Grocery Store,6.333753405765011
3796,9.8,Low Fat,4.280899370595284,Soft Drinks,45.306,OUT013,1987,High,Tier 3,Supermarket Type1,7.17393379838335
3797,18.6,Low Fat,2.565826578107086,Snack Foods,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,6.180784060983584
3798,13.0,Low Fat,3.1742724129271487,Household,256.7014,OUT046,1997,Small,Tier 1,Supermarket Type1,7.939164308137804
3799,20.7,Regular,2.1076704957615466,Frozen Foods,118.0466,OUT046,1997,Small,Tier 1,Supermarket Type1,6.966608356068836
3800,9.8,Regular,2.613332483132379,Snack Foods,120.8098,OUT017,2007,Small,Tier 2,Supermarket Type1,7.189626350222984
3801,9.5,Regular,3.8142362131436585,Meat,195.4452,OUT035,2004,Small,Tier 2,Supermarket Type1,8.412308029426619
3802,21.1,low fat,3.538597528273939,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.968863673253238
3803,11.94125,Low Fat,5.010785255339881,Household,164.1184,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.242157008252919
3804,8.975,Regular,4.704202765333159,Canned,104.099,OUT035,2004,Small,Tier 2,Supermarket Type1,7.81471299342598
3805,4.92,Low Fat,3.08009194759934,Baking Goods,199.1084,OUT046,1997,Small,Tier 1,Supermarket Type1,7.688222805462563
3806,17.5,Regular,4.885994890687939,Dairy,145.8102,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.547255133436825
3807,11.94125,Low Fat,3.736593309711302,Household,103.3964,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.023124909172228
3808,9.695,Regular,3.046955717749544,Frozen Foods,244.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.066266341789255
3809,11.94125,Low Fat,1.8284294888875683,Snack Foods,227.5352,OUT019,1985,Small,Tier 1,Grocery Store,6.820170064652077
3810,7.725,LF,3.022876548514041,Household,123.7414,OUT010,1998,Small,Tier 3,Grocery Store,4.802720199000208
3811,11.94125,Low Fat,1.5654826413556417,Baking Goods,106.0596,OUT019,1985,Small,Tier 1,Grocery Store,5.373977561951117
3812,9.6,Low Fat,5.006763449370339,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1,7.997034550219935
3813,9.1,Regular,1.9900020516108028,Breads,173.4054,OUT010,1998,High,Tier 3,Grocery Store,6.774825990770652
3814,17.0,Regular,1.9638930149021825,Canned,265.6884,OUT017,2007,High,Tier 2,Supermarket Type1,7.882271144437271
3815,14.0,Regular,3.463150224548791,Canned,52.364,OUT045,2002,High,Tier 2,Supermarket Type1,6.614318010447928
3816,12.1,Regular,2.788367450208797,Soft Drinks,55.8614,OUT017,2007,High,Tier 2,Supermarket Type1,7.270171191976868
3817,19.85,LF,1.731656231308585,Fruits and Vegetables,221.5772,OUT017,2007,High,Tier 2,Supermarket Type1,8.17696376137527
3818,17.2,Regular,4.422032295818246,Canned,163.1184,OUT035,2004,Small,Tier 2,Supermarket Type1,7.9398761363799855
3819,8.71,Regular,2.629121402826225,Canned,183.3924,OUT035,2004,Small,Tier 2,Supermarket Type1,7.928905360951634
3820,6.89,Regular,1.9878900751780144,Snack Foods,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.902172298754566
3822,11.94125,Low Fat,2.938124300780804,Fruits and Vegetables,57.793,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.469872507134251
3824,11.94125,Low Fat,1.8622875013284452,Fruits and Vegetables,64.151,OUT019,1985,Small,Tier 1,Grocery Store,5.756548850193429
3825,11.94125,Regular,3.021287914946609,Fruits and Vegetables,152.8682,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.523463611179507
3827,17.6,Low Fat,4.602021249098,Snack Foods,161.5552,OUT013,1987,High,Tier 3,Supermarket Type1,7.48829754425036
3828,16.85,Low Fat,3.3136455932211017,Snack Foods,91.0488,OUT035,2004,Small,Tier 2,Supermarket Type1,6.99079558168284
3830,5.175,LF,3.2869451051397136,Canned,86.9224,OUT013,1987,High,Tier 3,Supermarket Type1,5.543876598746515
3831,17.85,Low Fat,2.4349212345015783,Breads,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.352848196855691
3832,8.93,Low Fat,3.5592046335126146,Dairy,152.234,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.527820916548462
3833,11.94125,Regular,3.3742263617361075,Baking Goods,97.2726,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.579398906491515
3834,7.655,Low Fat,3.443932830669381,Canned,114.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,7.054874438367362
3835,18.35,LF,4.266983134787901,Household,224.5746,OUT046,1997,Small,Tier 1,Supermarket Type1,7.898223626299149
3836,11.94125,Low Fat,4.252257339873318,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.4633999926286325
3837,14.0,Low Fat,3.7409990266173523,Baking Goods,104.3332,OUT035,2004,Small,Tier 2,Supermarket Type1,7.269243978187675
3838,11.6,Low Fat,3.255051183823359,Dairy,56.1272,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.508957494790101
3839,15.85,Low Fat,2.2252890431647816,Soft Drinks,57.3904,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.5554775104249945
3840,10.5,Regular,4.299686899496855,Snack Foods,143.2154,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.352421484666583
3841,16.7,Regular,2.799770502238484,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,7.480818077819067
3842,17.6,Low Fat,2.599036947820651,Household,230.901,OUT013,1987,High,Tier 3,Supermarket Type1,8.381217442356588
3843,18.25,Low Fat,2.5836061857761528,Snack Foods,123.1046,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.517489843573319
3844,21.1,Regular,1.8191541400920954,Fruits and Vegetables,62.2168,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.949341706854679
3845,9.1,Regular,2.5052846541017937,Breads,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,7.650294728124552
3846,15.25,Low Fat,2.789791118668263,Household,130.9968,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.761720463285469
3847,14.35,Low Fat,4.070237564973365,Health and Hygiene,109.5228,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.413272035617541
3848,11.94125,Low Fat,2.1302561548640426,Frozen Foods,248.8434,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.810649331806932
3849,5.885,Regular,2.378450379089064,Canned,53.6982,OUT013,1987,High,Tier 3,Supermarket Type1,7.329977728612283
3850,16.1,Low Fat,2.730553082405028,Dairy,148.076,OUT046,1997,Small,Tier 1,Supermarket Type1,7.289446685505195
3851,11.94125,Regular,5.19188059026651,Starchy Foods,224.0062,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.252447497595455
3852,19.7,Low Fat,3.703583957356835,Soft Drinks,84.1592,OUT013,1987,High,Tier 3,Supermarket Type1,6.978464969225361
3853,11.5,Regular,2.068989055739521,Frozen Foods,100.6358,OUT017,2007,High,Tier 2,Supermarket Type1,7.606246156527702
3854,16.5,Regular,2.7123006163325916,Breakfast,180.4292,OUT045,2002,High,Tier 2,Supermarket Type1,7.691268802334858
3855,15.15,Regular,2.7138696211282545,Frozen Foods,147.876,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.420848796996296
3856,12.15,Regular,3.1539891924533916,Meat,184.295,OUT046,1997,Small,Tier 1,Supermarket Type1,7.607900416623729
3858,11.6,Low Fat,3.250964245397968,Dairy,55.8272,OUT017,2007,Small,Tier 2,Supermarket Type1,7.282147383023583
3859,12.85,Low Fat,2.3135372596171244,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,5.733118598385043
3860,15.0,Low Fat,3.012288616537474,Soft Drinks,65.6168,OUT045,2002,High,Tier 2,Supermarket Type1,6.46016733062067
3861,11.0,Regular,2.8645099598013286,Fruits and Vegetables,241.9512,OUT013,1987,High,Tier 3,Supermarket Type1,7.975294563583528
3862,5.88,Low Fat,5.629852689805465,Hard Drinks,155.5998,OUT013,1987,High,Tier 3,Supermarket Type1,7.433547029478952
3864,11.94125,Regular,3.130624614706126,Frozen Foods,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.458038049487247
3865,10.695,Regular,2.2872826745041914,Breakfast,173.7712,OUT010,1998,Medium,Tier 3,Grocery Store,5.169183149305104
3866,11.94125,Low Fat,3.6823356316991753,Health and Hygiene,152.6024,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.711459129227164
3867,13.6,Regular,2.127982794830186,Dairy,231.23,OUT013,1987,High,Tier 3,Supermarket Type1,7.753752293636293
3868,8.06,Low Fat,3.8398142570873173,Breakfast,230.3326,OUT017,2007,High,Tier 2,Supermarket Type1,7.2343182953337015
3869,11.94125,Low Fat,3.661181450045119,Canned,262.6226,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.873007192850308
3870,7.105,Low Fat,2.5902580721538375,Household,61.0562,OUT010,1998,Medium,Tier 3,Grocery Store,5.691308328325028
3871,18.6,LF,2.1335203287947735,Others,58.3588,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.343418208416624
3872,9.5,Regular,3.348096095177766,Fruits and Vegetables,171.8448,OUT046,1997,Small,Tier 1,Supermarket Type1,7.84646169174056
3873,16.85,LF,3.1141992830671725,Fruits and Vegetables,182.4266,OUT046,1997,Small,Tier 1,Supermarket Type1,7.615146825144497
3874,17.85,Low Fat,2.947475680279623,Snack Foods,123.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,7.803902077321764
3875,13.1,Low Fat,3.8702394253794785,Dairy,117.4782,OUT013,1987,High,Tier 3,Supermarket Type1,7.553208574239323
3876,11.3,Low Fat,3.040899570240131,Household,180.766,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.523860515332366
3877,13.3,Low Fat,3.8462249653177154,Baking Goods,120.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.483067797553082
3878,15.2,Regular,2.2634726933987737,Fruits and Vegetables,177.0054,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.209910516059976
3879,20.7,Regular,2.1664649478327247,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.851646196754094
3880,7.405,Low Fat,3.666654273375271,Canned,89.7146,OUT010,1998,Medium,Tier 3,Grocery Store,5.206362152546858
3881,6.15,Low Fat,3.0691756481400705,Baking Goods,100.5384,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.423659663979119
3882,11.35,Regular,3.758337662424704,Dairy,182.5608,OUT046,1997,Small,Tier 1,Supermarket Type1,8.104006669772103
3883,19.85,Low Fat,1.7374858126354378,Fruits and Vegetables,223.0772,OUT035,2004,Small,Tier 2,Supermarket Type1,7.483816580815324
3884,11.94125,Low Fat,1.3628548416155024,Meat,103.3648,OUT019,1985,Small,Tier 1,Grocery Store,5.741702342076434
3885,8.18,Regular,2.496983048843323,Frozen Foods,58.1588,OUT013,1987,High,Tier 3,Supermarket Type1,5.8393408116403505
3886,12.15,Low Fat,3.8278073703855773,Breads,165.0184,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.102395065877761
3887,6.03,Low Fat,3.7854167865621657,Dairy,176.4028,OUT035,2004,Small,Tier 2,Supermarket Type1,8.354784185288432
3888,15.85,Regular,2.201352693294219,Frozen Foods,36.9506,OUT017,2007,Small,Tier 2,Supermarket Type1,6.632017587547328
3889,18.6,Low Fat,2.721568224257787,Frozen Foods,245.7802,OUT010,1998,Small,Tier 3,Grocery Store,5.504030690199315
3892,10.5,Regular,3.6892372781253124,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,7.945080784987032
3893,17.5,LF,4.29341169075189,Frozen Foods,256.3304,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.732293216130007
3894,16.1,Low Fat,3.3732394815400837,Fruits and Vegetables,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,8.834491520769692
3896,11.94125,Low Fat,1.6857439925040623,Breads,125.6046,OUT019,1985,Small,Tier 1,Grocery Store,6.433780575447474
3897,7.55,Regular,2.9604624703614824,Fruits and Vegetables,122.6072,OUT010,1998,Small,Tier 3,Grocery Store,4.808169803767773
3898,19.25,Regular,3.609770129599272,Meat,194.811,OUT013,1987,High,Tier 3,Supermarket Type1,7.919266732113866
3899,19.6,Regular,3.176273767600115,Frozen Foods,49.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.865632438728833
3900,14.85,Regular,3.3410248431964713,Fruits and Vegetables,161.9578,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.275255556985662
3901,14.65,Regular,2.307235931395939,Snack Foods,52.2666,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.421946117800472
3902,9.3,Low Fat,1.741048459635396,Snack Foods,107.0964,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.294886408801013
3903,11.94125,Regular,1.9426754214323507,Dairy,237.5222,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.877753816309221
3904,14.5,Low Fat,3.93705111179026,Others,163.921,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.802542457805725
3905,8.365,Low Fat,2.6332234498321005,Hard Drinks,37.9506,OUT046,1997,Small,Tier 1,Supermarket Type1,6.344335515095548
3907,13.5,Regular,4.023667781306767,Snack Foods,79.496,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.271097546836998
3908,7.365,Low Fat,1.8327824526952354,Snack Foods,94.712,OUT046,1997,Small,Tier 1,Supermarket Type1,7.17393379838335
3909,21.1,Regular,3.8767207768252163,Breakfast,130.4994,OUT046,1997,Small,Tier 1,Supermarket Type1,7.6891375791198895
3910,11.94125,Low Fat,2.3372586839947167,Health and Hygiene,117.4492,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.391346674988575
3911,9.5,Low Fat,2.59748172792823,Snack Foods,253.6724,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.523860515332366
3912,12.85,Low Fat,3.4805681101642763,Starchy Foods,254.904,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.01831194866722
3913,14.0,Low Fat,3.4993577804843765,Fruits and Vegetables,216.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.013034891566376
3914,18.35,Regular,2.361496765246632,Fruits and Vegetables,86.3882,OUT035,2004,Small,Tier 2,Supermarket Type1,7.343418208416624
3915,11.94125,Regular,3.2132434664206726,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,5.3489762597457
3916,7.155,Regular,1.7806565573071547,Breads,33.6874,OUT045,2002,Small,Tier 2,Supermarket Type1,6.930821789697384
3917,5.82,Regular,2.5600036407057374,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,8.436849138342737
3919,18.0,Regular,1.9479214423503064,Fruits and Vegetables,88.2514,OUT013,1987,High,Tier 3,Supermarket Type1,7.316796518436758
3920,7.06,Regular,3.1242783535256797,Starchy Foods,57.6904,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.37315595363104
3921,15.6,Low Fat,3.099385846867161,Dairy,241.3854,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.972543530211639
3922,11.94125,Low Fat,3.495044300555091,Health and Hygiene,192.5162,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.032249456511002
3923,12.3,Low Fat,2.9470921777871157,Household,191.053,OUT035,2004,Small,Tier 2,Supermarket Type1,8.136094984323602
3924,15.0,Regular,2.5510528112871227,Meat,238.0248,OUT035,2004,Small,Tier 2,Supermarket Type1,7.5476063186906535
3925,18.2,Low Fat,4.374266105628142,Snack Foods,141.218,OUT013,1987,High,Tier 3,Supermarket Type1,7.984864014599679
3926,20.5,LF,3.764500773877644,Others,154.034,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.803902077321764
3927,8.27,Regular,2.054734685288469,Soft Drinks,183.6924,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.166765308904738
3928,11.94125,Low Fat,2.328819146243885,Canned,52.7324,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.82114388375627
3929,8.93,Low Fat,3.56075814966072,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1,7.864526699138199
3930,6.215,Regular,2.9976865418930236,Baking Goods,225.8062,OUT017,2007,Small,Tier 2,Supermarket Type1,8.058291483154497
3931,20.25,Regular,4.211551099085851,Dairy,190.7162,OUT045,2002,Small,Tier 2,Supermarket Type1,7.051420203499275
3932,7.895,Regular,2.7899426259482563,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.043313615966286
3933,19.35,Regular,3.0038793913734367,Fruits and Vegetables,77.0644,OUT013,1987,High,Tier 3,Supermarket Type1,7.7312145006109265
3934,9.695,Low Fat,2.172088252468994,Health and Hygiene,160.2604,OUT046,1997,Small,Tier 1,Supermarket Type1,7.550411369618263
3935,11.94125,Low Fat,3.5923969435760803,Household,185.0608,OUT019,1985,Small,Tier 1,Grocery Store,6.312247200544047
3936,8.21,Low Fat,3.100717437442885,Dairy,87.6198,OUT045,2002,Small,Tier 2,Supermarket Type1,7.033380726821476
3937,7.3,Low Fat,2.4498439808699217,Frozen Foods,146.8076,OUT045,2002,Small,Tier 2,Supermarket Type1,7.193136005367286
3938,20.0,Regular,2.2625630087167012,Canned,107.4622,OUT046,1997,Small,Tier 1,Supermarket Type1,8.217486309868432
3939,7.865,Low Fat,2.7943501294132975,Breakfast,165.3526,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.048532531842078
3940,11.94125,Low Fat,1.6926279473333252,Dairy,42.2138,OUT019,1985,Small,Tier 1,Grocery Store,3.7041079103320986
3941,20.35,Regular,3.696306002786239,Fruits and Vegetables,234.0958,OUT010,1998,Small,Tier 3,Grocery Store,6.1471674501845985
3942,16.0,Regular,2.235692607106721,Baking Goods,183.5634,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.46080237936523
3944,18.7,Low Fat,2.2527996909048764,Frozen Foods,121.7072,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.206065076566143
3945,11.94125,Regular,2.431137450184928,Fruits and Vegetables,115.9466,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.32473184022203
3946,10.6,Low Fat,2.8682907340002215,Dairy,232.8642,OUT046,1997,Small,Tier 1,Supermarket Type1,8.156356169463425
3947,5.655,LF,1.7368705971841933,Soft Drinks,144.0102,OUT017,2007,Small,Tier 2,Supermarket Type1,7.467212425763289
3948,11.94125,Low Fat,1.6479685237624313,Dairy,43.9428,OUT019,1985,Small,Tier 1,Grocery Store,4.881501076853323
3949,10.195,Low Fat,2.958981569902625,Breads,35.3558,OUT018,2009,Medium,Tier 3,Supermarket Type2,5.4709698279384265
3950,8.06,Low Fat,3.3303612540160916,Breakfast,230.2326,OUT010,1998,Medium,Tier 3,Grocery Store,6.541171114773756
3951,16.35,Regular,2.2589137600966334,Fruits and Vegetables,227.1062,OUT010,1998,Medium,Tier 3,Grocery Store,5.419234153539238
3952,6.46,Regular,3.0126163100827394,Fruits and Vegetables,146.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,7.547255133436825
3953,13.5,Low Fat,2.622027851789252,Household,157.792,OUT035,2004,Small,Tier 2,Supermarket Type1,8.292748794368979
3954,16.2,Low Fat,2.9869206501881194,Household,190.8162,OUT045,2002,Small,Tier 2,Supermarket Type1,7.898718063886478
3955,19.1,Low Fat,1.7260158925866107,Household,173.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.983275451914541
3957,5.48,Low Fat,4.190964455326577,Frozen Foods,83.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.2547611275173045
3958,6.055,Low Fat,3.4688860111853974,Fruits and Vegetables,158.7578,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.642980337110979
3959,9.6,Low Fat,3.710847105784939,Health and Hygiene,186.6214,OUT013,1987,High,Tier 3,Supermarket Type1,8.07189428785824
3960,6.135,Low Fat,1.647447900810505,Soft Drinks,160.2236,OUT010,1998,High,Tier 3,Grocery Store,5.775318952875419
3961,8.43,Low Fat,4.055562599151716,Soft Drinks,197.9768,OUT046,1997,Small,Tier 1,Supermarket Type1,7.075352969710903
3962,8.27,Regular,2.0571207386316637,Soft Drinks,185.9924,OUT013,1987,High,Tier 3,Supermarket Type1,6.319467448517535
3963,10.195,Regular,4.383827294889857,Meat,197.111,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.666503763618498
3964,14.0,Low Fat,3.5411309502642525,Health and Hygiene,129.531,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.638822326962315
3965,8.01,Low Fat,2.6541757694672934,Hard Drinks,36.8532,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.626740530446485
3966,16.25,Low Fat,2.8577790615981047,Fruits and Vegetables,125.8046,OUT046,1997,Small,Tier 1,Supermarket Type1,6.616102132241429
3967,13.35,Low Fat,3.036180129739389,Breads,219.6166,OUT035,2004,Small,Tier 2,Supermarket Type1,8.155782939295822
3968,11.94125,Regular,2.633786600344962,Canned,186.5924,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.553059670024629
3969,17.75,Low Fat,2.899087893281984,Fruits and Vegetables,145.1444,OUT046,1997,Small,Tier 1,Supermarket Type1,7.542678466409413
3972,5.78,Low Fat,4.228262658178148,Soft Drinks,147.2102,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.547255133436825
3974,17.75,Regular,1.852581219723071,Dairy,241.0538,OUT046,1997,Small,Tier 1,Supermarket Type1,7.091549916925769
3976,11.94125,Low Fat,2.8557532938635695,Fruits and Vegetables,62.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.37311916122931
3978,8.5,Low Fat,2.3224113099684596,Canned,51.5324,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.783156216904596
3980,9.3,low fat,3.1611443488708515,Hard Drinks,123.7388,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.383930077333526
3981,15.85,Low Fat,2.229354343344646,Soft Drinks,58.7904,OUT046,1997,Small,Tier 1,Supermarket Type1,6.37315595363104
3982,10.8,Low Fat,2.4943523684593134,Dairy,193.7504,OUT046,1997,Small,Tier 1,Supermarket Type1,8.43424835664268
3983,7.26,Low Fat,3.723801388271766,Meat,117.415,OUT010,1998,Small,Tier 3,Grocery Store,6.144314381202192
3984,18.7,Low Fat,2.851254026968448,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.383331281672692
3985,16.0,Low Fat,2.859585047706322,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.412012215195798
3986,8.895,Low Fat,2.0825593088688645,Household,113.1544,OUT013,1987,High,Tier 3,Supermarket Type1,8.354784185288432
3987,11.1,Low Fat,4.540957749260263,Canned,82.3908,OUT045,2002,High,Tier 2,Supermarket Type1,7.202104675350046
3988,18.85,Low Fat,2.3942898083039905,Hard Drinks,128.9336,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.153314511180615
3989,7.905,Low Fat,2.7438014641638455,Hard Drinks,230.2694,OUT018,2009,Medium,Tier 3,Supermarket Type2,8.070021822939987
3990,14.7,Low Fat,3.867041083416667,Hard Drinks,143.8128,OUT046,1997,Small,Tier 1,Supermarket Type1,8.013034891566376
3991,12.6,Regular,3.1786476146029288,Fruits and Vegetables,121.1072,OUT045,2002,Small,Tier 2,Supermarket Type1,6.887611345447609
3992,16.0,Regular,1.751791875444179,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.99299414068293
3993,11.94125,Low Fat,1.3963847381790708,Dairy,263.1884,OUT019,1985,Small,Tier 1,Grocery Store,6.272833232003171
3994,11.94125,Regular,2.4370113087105056,Frozen Foods,154.463,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.997258539469387
3995,13.35,Low Fat,3.250763732872,Snack Foods,239.3564,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.038716390021024
3996,20.1,Low Fat,2.0801567173570055,Dairy,109.6228,OUT010,1998,Medium,Tier 3,Grocery Store,4.7052218345153305
